时间,SH501225,SH501018,SZ160644,SZ161226,SZ161129,SZ160723,SZ161130,SH501312,SZ161128,SZ160140,SZ161125,SZ162415,SZ161126,SH501043,SZ164705,SH501300,SZ160717,SZ163208,SH501302,SZ164906,SZ161124,SZ161831,SH501025,SZ160924,SZ160416,SZ160216,SZ164824,SZ161116,SZ161815,SZ162719,SZ164701,SZ162411,SZ165513,SZ161127,SZ160719
2026-06-01 00:50,42.89,7.69,7.12,6.79,4.94,4.18,3.16,3.14,2.4,1.76,1.56,1.35,1.18,0.76,0.1,-0.1,-0.17,-0.37,-0.38,-0.39,-0.58,-0.64,-0.68,-0.69,-0.71,-0.92,-0.93,-0.93,-1.14,-1.25,-1.27,-1.34,-1.41,-1.44,-1.62
2026-06-01 20:07,41.53,9.73,7.04,6.31,5.68,5.61,4.21,4.0,3.77,2.83,2.4,2.34,1.98,1.95,1.16,0.35,0.17,-0.13,-0.18,-0.28,-0.33,-0.42,-0.53,-0.55,-0.57,-0.57,-0.71,-0.75,-1.1,-1.2,-1.36,-1.36,-1.72,-2.05,-2.51
2026-06-01 21:09,41.53,9.73,7.04,6.31,5.7,5.61,4.21,3.99,3.77,2.83,2.43,2.4,1.98,1.95,1.16,0.35,0.17,-0.13,-0.18,-0.28,-0.34,-0.42,-0.53,-0.55,-0.57,-0.57,-0.71,-0.75,-1.13,-1.2,-1.37,-1.4,-1.71,-2.03,-2.5
2026-06-02 18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 19:58,29.98,12.37,8.1,7.4,6.02,5.63,3.39,3.3,3.04,2.93,2.9,2.05,1.29,0.97,0.65,0.55,0.33,0.13,0.12,-0.23,-0.66,-0.68,-0.84,-0.94,-0.98,-1.18,-1.21,-1.27,-1.35,-1.37,-1.64,-1.95,-2.07,-2.1,-2.38
2026-06-03 18:37,33.32,10.28,7.8,7.01,6.91,5.12,3.65,2.88,2.23,0.71,0.37,0.26,0.22,0.13,-0.1,-0.14,-0.15,-0.17,-0.27,-0.38,-0.41,-0.46,-0.55,-0.56,-0.62,-0.69,-0.71,-0.76,-0.91,-1.01,-1.02,-1.25,-1.43,-1.44,-1.72
2026-06-03 20:12,33.36,10.38,7.8,7.28,6.99,5.21,3.75,2.97,2.46,0.73,0.29,0.26,0.24,0.11,0.06,-0.18,-0.21,-0.27,-0.34,-0.41,-0.55,-0.55,-0.56,-0.58,-0.69,-0.71,-0.76,-0.91,-0.96,-1.29,-1.33,-1.39,-1.53,-1.62,0.0
2026-06-04 14:13,33.91,7.24,6.79,6.37,4.94,4.81,4.09,3.64,1.54,0.28,-0.1,-0.22,-0.35,-0.36,-0.37,-0.42,-0.43,-0.44,-0.53,-0.67,-0.71,-0.74,-0.76,-0.79,-0.81,-0.84,-1.01,-1.02,-1.14,-1.37,-1.8,-1.85,-1.89,-2.72,-3.05
2026-06-04 17:49,30.75,7.23,5.44,5.31,4.64,4.55,3.79,3.18,1.03,-0.1,-0.22,-0.29,-0.36,-0.42,-0.44,-0.47,-0.49,-0.53,-0.54,-0.55,-0.68,-0.72,-0.76,-0.77,-0.82,-1.17,-1.18,-1.3,-1.3,-1.33,-1.37,-1.53,-1.56,-3.14,-3.66
2026-06-05 14:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05 16:43,34.44,8.18,8.08,7.07,5.35,5.22,4.77,4.38,3.9,3.44,2.94,2.06,1.97,1.8,1.73,1.62,0.89,0.84,0.66,0.39,0.16,0.11,0.09,-0.11,-0.16,-0.2,-0.26,-0.34,-0.35,-0.37,-0.61,-0.72,-0.72,-0.95,-1.8
2026-06-08 16:56,35.24,16.77,14.56,13.4,5.49,3.23,2.67,2.32,2.09,1.93,1.65,0.61,0.12,-0.21,-0.22,-0.36,-0.38,-0.59,-0.72,-0.84,-0.85,-0.89,-0.96,-1.02,-1.03,-1.1,-1.13,-1.21,-1.34,-1.36,-1.5,-1.54,-1.57,-1.61,0.0
2026-06-08 18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09 13:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09 17:11,44.39,12.46,11.38,10.6,9.34,8.3,8.02,7.77,4.22,4.22,1.84,1.2,1.18,1.08,0.84,0.72,0.68,0.64,0.59,0.48,0.46,0.24,0.24,0.22,0.08,0.07,-0.09,-0.11,-0.16,-0.26,-1.1,-1.61,-2.52,0.0,0.0
2026-06-10 14:41,32.42,10.05,7.1,6.54,6.18,4.5,3.39,3.07,1.24,0.85,0.66,0.47,0.46,0.29,0.26,0.13,-0.09,-0.22,-0.39,-0.46,-0.46,-0.48,-0.51,-0.84,-0.92,-1.11,-1.17,-1.77,-1.95,-2.05,-2.24,-2.29,-2.43,-3.03,-3.44
2026-06-10 18:12,35.4,10.2,7.1,6.61,6.39,6.07,5.31,4.35,2.08,1.6,1.49,1.39,1.02,0.78,0.43,0.39,0.29,0.26,-0.09,-0.11,-0.3,-0.33,-0.46,-0.51,-0.58,-0.84,-0.92,-1.14,-1.73,-1.76,-2.7,-2.83,-3.57,-3.99,0.0
2026-06-11 17:08,39.38,13.42,9.76,9.28,6.7,5.61,5.33,3.11,1.93,0.16,0.16,-0.05,-0.12,-0.14,-0.15,-0.16,-0.26,-0.33,-0.43,-0.44,-0.45,-0.52,-0.65,-0.68,-0.72,-0.74,-0.78,-0.83,-0.86,-0.93,-1.24,-1.52,-1.67,-1.73,-2.33
2026-06-11 18:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-12 14:21,34.82,15.12,11.47,11.2,6.94,3.3,2.79,1.77,0.55,-0.12,-0.29,-0.39,-0.41,-0.55,-0.58,-0.59,-0.7,-0.86,-0.91,-0.93,-1.0,-1.01,-1.01,-1.01,-1.08,-1.26,-1.27,-1.32,-1.52,-1.54,-2.07,-2.09,-2.2,-2.24,0.0
2026-06-12 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-15 19:07,33.66,13.04,9.61,8.6,7.77,5.21,4.63,3.27,1.68,1.14,0.93,0.68,0.44,0.34,0.19,-0.09,-0.12,-0.13,-0.26,-0.44,-0.45,-0.52,-0.54,-0.6,-0.67,-0.76,-0.76,-0.83,-0.88,-0.96,-1.03,-1.06,-1.1,-1.21,-1.26
2026-06-15 20:32,33.43,12.92,9.47,8.42,7.77,5.03,4.45,3.19,1.75,1.37,0.87,0.69,0.66,0.35,0.34,0.26,0.15,-0.11,-0.26,-0.44,-0.52,-0.54,-0.58,-0.59,-0.66,-0.76,-0.76,-0.83,-0.87,-0.95,-1.01,-1.07,-1.2,-1.47,-1.78
2026-06-16 18:48,35.01,16.73,12.42,11.41,7.38,6.86,5.46,3.68,2.07,0.93,0.23,0.2,0.09,-0.06,-0.06,-0.07,-0.32,-0.38,-0.39,-0.51,-0.56,-0.63,-0.66,-0.66,-0.93,-0.96,-0.96,-0.98,-0.99,-1.02,-1.03,-1.09,-1.14,-1.16,0.0
2026-06-16 19:58,36.54,16.31,11.94,10.86,7.6,7.38,5.93,4.2,2.31,0.96,0.92,0.25,0.23,-0.04,-0.06,-0.08,-0.19,-0.32,-0.39,-0.48,-0.52,-0.56,-0.56,-0.7,-0.82,-0.84,-0.88,-0.91,-0.96,-0.97,-1.02,-1.04,-1.09,0.0,0.0
2026-06-17 14:39,32.44,11.02,7.0,6.62,6.41,5.9,5.4,2.85,2.5,0.96,0.52,0.1,-0.06,-0.08,-0.17,-0.2,-0.22,-0.26,-0.31,-0.31,-0.41,-0.48,-0.7,-0.77,-0.86,-0.96,-0.97,-1.05,-1.29,-1.34,-1.44,-1.45,-1.72,-2.03,-3.39
2026-06-17 17:52,32.07,11.99,8.01,7.69,6.21,5.52,5.36,2.53,2.2,1.16,0.37,0.21,0.1,-0.08,-0.17,-0.25,-0.26,-0.31,-0.31,-0.37,-0.4,-0.41,-0.55,-0.86,-0.96,-1.16,-1.46,-1.61,-1.64,-1.65,-1.82,-1.9,-2.1,-4.94,0.0
2026-06-18 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 18:14,26.64,13.4,9.23,8.31,4.82,4.66,4.39,2.5,1.2,1.09,1.08,0.91,0.78,0.16,0.12,0.1,0.03,-0.07,-0.21,-0.3,-0.33,-0.4,-0.49,-0.51,-0.53,-0.55,-0.61,-0.65,-0.7,-0.84,-0.92,-0.95,-1.12,-2.39,0.0
2026-06-19 14:26,26.61,12.85,8.64,7.67,4.82,4.56,4.32,2.47,1.43,1.3,1.18,1.03,0.92,0.54,0.13,-0.04,-0.04,-0.13,-0.13,-0.2,-0.23,-0.25,-0.4,-0.53,-0.55,-0.63,-0.63,-0.71,-0.84,-0.92,-0.95,-1.03,-1.14,-1.27,-2.49
2026-06-19 16:42,26.61,12.85,8.64,7.67,4.82,4.56,4.32,2.47,1.43,1.3,1.18,1.03,0.92,0.54,0.13,-0.04,-0.04,-0.13,-0.13,-0.2,-0.23,-0.25,-0.4,-0.53,-0.55,-0.63,-0.63,-0.71,-0.84,-0.92,-0.95,-1.03,-1.14,-1.27,-2.49
2026-06-22 18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-22 19:57,22.1,14.23,10.38,9.39,9.06,4.25,4.04,2.56,0.37,0.35,0.21,0.18,0.07,0.07,-0.1,-0.12,-0.13,-0.15,-0.18,-0.25,-0.26,-0.27,-0.36,-0.73,-1.22,-1.29,-2.02,-2.14,-2.24,-3.2,-3.24,-3.69,0.0,0.0,0.0
2026-06-23 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23 16:44,24.67,11.4,8.67,6.01,5.8,3.28,3.18,1.43,0.43,0.36,-0.26,-0.28,-0.38,-0.55,-0.6,-0.62,-0.78,-0.91,-0.92,-1.03,-1.11,-1.36,-1.51,-1.53,-1.67,-1.74,-1.81,-1.83,-1.83,-2.05,-2.13,-2.23,-2.45,-3.36,0.0
2026-06-24 12:27,35.96,10.87,5.19,4.9,4.09,2.72,2.67,1.96,1.01,0.62,0.38,0.23,0.08,-0.08,-0.18,-0.31,-0.31,-0.39,-0.48,-0.53,-0.57,-1.1,-1.15,-1.22,-1.23,-1.29,-1.32,-1.46,-1.46,-1.54,-1.62,-1.62,0.0,0.0,0.0
2026-06-24 16:03,34.37,15.93,7.29,6.13,5.33,4.92,4.48,2.07,2.03,1.49,1.39,1.27,1.23,1.11,1.09,0.98,0.87,0.78,0.61,0.53,0.37,0.14,0.07,-0.08,-0.15,-0.28,-0.34,-0.91,-1.01,-1.33,-2.13,-2.39,-2.65,0.0,0.0
2026-06-25 12:09,36.75,11.43,6.93,6.21,3.36,2.9,0.71,0.33,-0.13,-0.14,-0.25,-0.45,-0.57,-0.58,-0.6,-0.7,-0.76,-0.77,-0.88,-0.94,-1.01,-1.02,-1.02,-1.17,-1.17,-1.19,-1.22,-1.39,-1.75,-1.84,-1.91,-1.96,-2.48,-2.86,0.0
2026-06-25 16:35,32.19,10.98,6.28,6.06,2.88,0.29,0.13,-0.14,-0.2,-0.2,-0.43,-0.45,-0.46,-0.52,-0.53,-0.57,-0.7,-0.89,-1.17,-1.27,-1.76,-1.88,-2.05,-2.15,-2.2,-2.3,-2.35,-2.6,-3.02,-3.04,-3.06,-3.07,-3.65,-3.65,0.0
2026-06-26 12:03,26.66,9.71,3.2,2.76,1.35,0.58,0.19,0.08,-0.1,-0.13,-0.63,-0.77,-0.8,-0.81,-0.84,-0.85,-0.85,-0.97,-0.99,-1.06,-1.13,-1.16,-1.21,-1.58,-1.6,-1.61,-1.64,-1.72,-1.72,-1.84,-1.84,-1.97,-2.58,-4.48,0.0
